"userId","movieId","rating","timestamp"
599,78041,3,1344135182
580,21,3,1167157502
641,22,4,841551328
339,1232,3.5,1446663351
318,1059,3,862902980
500,62155,4.5,1228938927
292,3556,3.5,1140050624
294,6378,4.5,1062536369
587,5603,4,1111799493
32,592,4,834828059
102,1957,4,956599039
612,47099,3.5,1455642972
269,1729,4,883223566
452,1961,4,1002940409
614,3185,1,1010620111
564,2395,4,974708446
564,754,4,974839911
268,7121,3.5,1314891042
3,3510,4,1298861633
73,69685,3,1476086345
119,153,1,913232864
606,3477,3.5,1380431805
128,4367,3,1049685135
353,432,1,1111488865
481,39183,5,1437002532
295,2321,4,1112545885
466,1197,5,944977756
405,4933,3,1061360060
560,116977,3,1452852281
385,432,2,836679256
606,2395,5,1380350305
78,7438,4,1274051794
157,1198,3.5,1291598908
102,3250,4,957894588
34,1690,3,973747797
575,1617,3,1018057321
615,91529,3.5,1408778685
285,2816,2,965093361
608,296,5,939361579
220,34,4,970498215
509,4823,2,1037843209
647,349,4,947292853
199,7438,3.5,1215033850
457,8807,2.5,1471386023
22,648,5,1131663139
30,5968,4,1041284839
410,1,5,1434057935
63,480,4.5,1078570695
345,30707,4.5,1109289577
575,4188,3,1012594848
313,8907,3.5,1168879506
279,595,2,838231264
52,8368,5,1231767956
255,1917,2.5,1236982027
316,79132,3.5,1460822686
85,437,3,837512344
664,54286,3.5,1365264866
262,1209,3.5,1433938208
313,1784,4,1105354978
590,318,5,848677432
649,252,3,834424884
615,2402,3,1408778252
596,2692,4,1138659604
165,432,2,1111981613
547,25947,3.5,1200088853
104,3578,4,1446673781
327,364,4,1225363931
201,2420,3,1110498317
597,1845,5,940708511
580,5378,2.5,1165899173
15,1221,5,997938712
533,3260,4,965316522
509,1091,4,942931508
370,7439,3,1099365732
564,2301,4,974833057
544,86320,5,1435790249
605,2057,4,980195477
240,905,4.5,1098942302
559,608,5,883676893
17,858,5,1127469000
431,247,4,1165548015
157,47491,4.5,1295749355
143,8970,5,1149650013
313,778,4,1105355003
441,5225,4,1048091577
561,30707,3,1172696742
408,1302,2,933108794
220,1554,1,970499488
73,7445,3.5,1255606539
405,6832,2.5,1097698917
26,59784,5,1352597790
165,1036,2.5,1111479916
62,115569,3.5,1451706930
181,2329,5,1154542765
547,97306,2.5,1371824723
380,2959,5,956954136
99,924,3,938623596
84,4270,3.5,1429911152
353,2916,2,1114172706
2,454,4,835355604
625,1721,3.5,1452828678
340,3617,2.5,1410252068
624,5553,3,1029240574
450,908,4,1449349652
547,52913,4,1251302236
346,5021,4,1044651289
177,788,4,907380246
190,2690,4,975694561
606,94959,4.5,1380350244
73,349,3,1256029720
475,71745,3.5,1447327967
23,1197,5,1148670172
324,2791,3.5,1451524555
405,1234,5,1097696628
457,1608,1.5,1471385539
430,3911,4.5,1111579318
282,1625,2.5,1111492754
199,52606,4,1317045047
213,455,1.5,1462639665
461,2986,1,1090907508
213,58998,1,1462638019
518,2736,4,945364027
193,1680,5,971217748
514,1041,5,853893545
363,1223,4,942344755
187,8947,2,1241388789
72,58559,3.5,1461778714
306,292,3,939716078
457,3262,4,1471384431
15,4844,2,1044348492
547,71579,3.5,1270485401
664,59369,5,1343746922
654,2082,4,1145393994
313,7361,2.5,1124136290
534,3020,3,973376296
15,90428,4.5,1348977157
647,2692,5,947293128
17,1252,5,1127468638
607,253,4,1113319863
69,919,4.5,1366831679
476,2706,2,971878795
2,508,4,835355860
665,524,3,995233613
250,48997,4,1469807715
544,2117,5,1435788573
23,6552,3.5,1148730325
175,4018,3,1052836125
149,89745,2,1436922387
111,327,3,1097514606
380,97752,2,1423240458
23,31658,3.5,1148728505
250,60126,4,1469807701
34,1340,3,973747877
102,5060,5,957895828
240,6188,2.5,1098941172
615,7454,3,1473015338
205,34162,3,1442152221
275,500,5,1386885370
579,2139,0.5,1325551004
518,1432,4,945370095
208,86377,5,1407813013
147,1665,3.5,1405201384
453,736,4,994622424
182,144,3,845745457
56,2082,2,1470350839
548,597,3,857406576
179,86377,4,1436670050
19,1327,3,855193806
497,1196,4,940364445
262,106920,3,1433899735
298,7153,3,1446576633
17,5679,4,1127472858
13,277,4,1331379348
466,1023,5,944979109
294,3675,4,1047071310
535,356,3,838630735
306,2183,4,940246268
33,4488,2,1032679865
434,1834,4,910599803
299,1965,5,1344177340
529,3445,3,959966401
130,1729,3.5,1139003501
534,1626,3,973440763
163,743,0.5,1294063848
519,5772,5,1466960457
76,3988,2,1194384399
77,3578,3,1163006008
475,40851,2.5,1447778836
15,1307,5,997938162
212,4246,4,1218401339
590,349,3,848677408
162,6,3,852791965
332,6874,5,1147971963
380,6953,4,1101525306
430,2028,4,1111489001
519,223,4.5,1468759080
152,49530,4.5,1335900652
426,1645,4.5,1216014351
321,2069,3,939398278
17,5867,4,1127471265
534,1717,4,973440592
460,6539,5,1072836403
632,4623,4,1263846259
572,48780,4.5,1436466014
643,2959,5,1372518483
624,4388,2,1049015662
595,2908,4,965077067
380,87298,3.5,1325868326
564,3250,3,974714239
4,434,4,949810688
664,3147,4,1343746540
574,1374,4,1232811037
559,2268,5,917732299
199,1265,4,1309387643
165,2959,5,1111480653
31,59315,5,1274150005
478,81537,3.5,1446622200
559,1876,4,903142945
596,1211,5,1138729155
217,30822,4,1108160265
297,3503,5,1321739572
518,355,1,945365250
5,344,3.5,1163373636
150,196,1.5,1113907546
514,180,3,854116263
380,34334,2,1148314797
245,1207,4,1011317228
236,1222,3.5,1109968727
580,4344,2,1156127481
268,6333,5,1314910294
34,1954,3,973748277
667,1148,5,847272081
666,252,1,838921162
671,1240,4,1064891597
358,364,4,957534968
214,3018,4,978417916
61,919,3,1216050981
337,2160,1,1447176196
373,2248,4,939035692
212,435,1.5,1260704800
514,1230,4,853893935
362,2571,4.5,1217952562
81,154,4,1307169402
30,954,4,945115133
307,728,3,1209039379
345,2396,5,1106864601
222,3684,5,960920364
23,6975,4.5,1149868005
47,32,4,832229007
228,79132,3,1449332368
509,2100,2,942931090
608,1859,5,958824689
457,4450,4,1471384035
33,2502,5,1032858907
238,31685,4.5,1459365536
520,231,4,1142028927
281,780,2,1113685177
63,6863,4,1079098400
327,231,4.5,1225363953
212,344,1,1218403754
83,480,3.5,1156205241
547,137337,4,1441376008
384,6707,2,1163369681
30,5561,4,1030232487
624,1265,4,1164622262
222,3566,5,960919546
262,7265,4,1434026468
624,2567,4,1019127600
315,6183,2,1046663870
408,1394,5,933033913
547,8784,4,1125283934
547,5008,4,1199574925
402,3617,3,1443394535
583,49530,3.5,1430526153
430,1923,4.5,1111488767
534,151,3,973374324
575,1271,5,1012605331
365,1380,4.5,1359308401
23,949,3.5,1148721092
110,6,4,840100719
656,4155,3,986242123
537,1235,5,879520825
658,508,4,941488485
150,3509,3,1114309532
262,57669,2.5,1433899754
255,19,1.5,1236981275
580,1219,3,1165291724
434,156,2,886373442
440,589,5,835337275
150,5010,3,1114308733
509,8366,3,1101708576
564,3422,3,974833400
297,7925,2.5,1318704417
294,5312,3,1060805119
30,203,3,994458432
330,2916,3,948576522
15,2268,1,1093070270
253,3174,4,1215832366
214,3101,5,950123425
355,6502,3.5,1130104697
624,1380,3,1019128158
177,107,3,907380964
136,1968,1,1405977464
242,1234,5,956685336
128,3709,1,1049682846
379,47,4.5,1378180195
7,380,4,851869291
344,337,5,850727506
302,357,3,843720873
631,1488,3,897771271
239,2004,2,991862498
585,3253,4,974607643
546,3471,4,1300579057
188,217,4,841064569
518,2798,3,945365573
468,750,4,1296195260
199,5995,3.5,1214913137
605,1393,4,980195812
439,5349,3,1041112749
547,8572,4.5,1087766470
102,2075,4,956598634
494,55118,4.5,1342746535
461,1682,2.5,1091067209
344,318,5,850727506
519,4979,4.5,1468927277
537,627,2,879502709
607,208,2.5,1148585644
431,2959,4.5,1165547245
240,5299,3.5,1098941294
133,91500,1,1416151755
433,7438,3,1417930785
311,6390,3.5,1062619052
518,1854,4,945362124
15,4381,2,997937346
574,2011,3.5,1232914794
242,350,4,956685998
656,2539,5,986242691
26,30810,3,1353708965
119,881,2,952583400
528,3317,3,1141606213
475,3897,4,1447072173
85,485,3,837512225
553,1197,3,1423010531
228,97913,3,1449332736
121,105,3,833058633
192,597,2,843633926
270,115149,3.5,1469278482
452,4836,3,1002937999
185,3000,5,1003523251
185,29,5,1003523544
213,2321,3,1462638532
281,1204,5,1113683825
232,466,3,955086058
287,135133,4.5,1469161556
455,648,4,1110395604
461,8665,4,1091958266
624,104076,1.5,1402162552
624,142448,3,1472492996
555,718,3,845555757
178,2000,3.5,1437428222
456,5903,5,1432308581
494,41997,4,1342748388
587,912,5,1111086507
598,1287,4,1008572384
195,3334,4,975416305
558,2504,4,965434027
195,1230,4,976287942
624,5027,3,1019132541
350,1298,5,1011046852
575,1848,2,1012596801
263,2716,3.5,1117843116
481,40819,4.5,1437002495
346,4442,5,1044651840
159,500,2,1183519898
128,313,4,1049690067
300,1917,5,1086011056
56,21,2,1470350794
292,1569,3.5,1140816594
236,2200,4,1109970440
285,1196,5,965088419
268,6979,2.5,1314911778
232,3135,3,955093330
500,48,2.5,1228963545
352,5146,3,1420522012
624,86833,4,1342352504
300,1748,3,1086011939
400,595,4,840205101
332,552,0.5,1147971470
466,594,5,944978924
62,134853,5,1455413632
461,1784,3.5,1091958672
564,1222,4,974838704
294,2040,4,1159992463
514,1080,4,853893961
121,457,4,833058489
57,2125,4,907761947
654,4148,4,1145393488
15,81591,1,1338698369
624,122892,3,1454948403
188,32,4,841063691
536,159,5,829471720
321,2278,2,939421164
125,48516,5,1244537556
313,32029,3.5,1133022496
345,3949,4.5,1106949037
367,3977,1,977953490
608,592,4,958825015
17,8600,4,1127472266
439,3253,3,1041114934
265,281,5,960060848
285,3793,4,965088467
408,780,4,933119248
580,1513,3,1167161951
547,3347,3.5,1053171599
333,33615,4.5,1441198936
30,2942,3,945295052
107,4239,2,1446493286
575,1079,3,1012595941
505,1293,3.5,1340406743
262,97921,2.5,1433939383
624,3101,3,1019142324
647,1283,5,947292570
596,431,4,1138659358
110,494,5,840100958
505,52967,3,1340412634
30,463,4,945277405
555,110,3,863626004
412,3408,5,993087309
494,1201,4,1342748081
75,3252,3.5,1143048546
547,2550,3,1131845704
155,912,4,943350905
30,4503,4,1039066670
534,631,4,973376946
529,1835,3,960264483
483,122900,5,1465387486
461,4069,1,1090909068
587,1380,3.5,1111085955
235,1270,4.5,1111625478
257,3030,5,1338008230
665,2012,3,993346981
413,736,3,850890557
671,357,3,1063503998
405,3451,4,1097770254
615,4995,4,1425504870
641,52,4,851304179
287,780,5,1469162045
81,4271,5,1307174778
514,909,5,853894416
522,1391,2.5,1391375033
73,93443,3.5,1345799036
48,115624,3,1414562891
304,33903,4,1352655403
274,198,3.5,1074104320
297,58559,4,1318703818
599,7453,3,1329893507
509,2912,4,943368937
15,380,4,997939179
452,4866,2,1044681131
620,72294,4,1455531907
461,353,3,1090907472
105,1094,4,1100534077
519,86377,5,1470072674
594,5060,5,955037203
102,532,4,957980250
575,3754,1,1012592859
15,88163,3.5,1386367929
110,457,5,840100438
350,1257,5,1026761343
457,1378,1.5,1471385606
306,2598,1,944478788
536,150,5,829471719
187,4963,4,1233515933
505,4370,0.5,1340414232
303,3255,3,1299437799
73,2605,2,1256030461
575,3071,4,1012604705
130,165,2,1139003532
346,5621,4,1044649073
189,1127,4,968092747
615,103341,4,1408778907
134,1370,4,1361246076
78,778,4.5,1274051080
472,2671,3,944062279
48,8965,3,1339447083
452,1949,4,1002940225
265,2847,4,960056098
288,595,3,845862175
195,2706,2,976289451
300,1291,4.5,1108049221
23,3248,3,1148669488
313,3798,3.5,1101034508
480,48774,4.5,1272666691
441,590,3.5,1078145979
463,1914,4,1049912654
602,535,5,842357749
68,367,3,1219477266
187,2124,4,1228073393
236,5690,4,1109969080
596,4388,0.5,1138658967
450,29,4.5,1449354100
216,899,4,1095792673
175,2089,4,1052836112
461,380,2.5,1090907342
641,1020,4,841551346
607,7156,3.5,1150081984
219,3773,3,974496377
644,2396,5,944933544
101,1270,4.5,1292402504
580,1580,2.5,1155616422
468,6858,3.5,1296194519
426,1246,3,1310374314
608,1699,4,939461444
285,2863,4,965091795
305,380,2,947402392
518,2018,3,945369114
242,554,3,956685834
452,920,4,1002940311
255,2351,3.5,1236980918
480,68073,4.5,1272670905
20,58047,4,1224043238
384,2808,3,1154110051
133,5464,1,1416150738
481,4017,4,1437003153
544,82459,4,1435787788
481,41566,3,1437002452
475,79132,3,1446908082
119,2657,4,972097322
242,3359,5,956688678
428,56367,4.5,1304133927
119,3317,4,989623184
177,2141,4,907516735
426,1097,3.5,1214634258
304,595,1.5,1352655686
15,1625,4,997938391
405,1304,5,1097697714
214,2989,3,946919189
212,27831,4,1228784324
177,76,2,907380055
19,429,4,855194419
254,196,4,845157432
92,420,1,848525833
575,1278,4,1012595869
547,357,4.5,1175959289
56,4406,2,1470351000
208,106782,4.5,1402255092
262,1342,2.5,1434028370
212,1291,3,1218399488
165,2449,3,1111610900
197,316,3,975429524
263,590,4,1117842357
615,527,4.5,1408778593
94,8636,3.5,1291779827
529,719,2,960264973
86,288,3,848161773
396,66,2,839252578
468,46850,3,1296194032
558,3911,5,992358451
56,7072,4,1470350806
170,2020,3,1220532223
214,2739,4,978418047
50,527,4,847412676
134,778,4.5,1361245287
61,45722,3.5,1216051047
652,113862,3.5,1447364705
178,2804,1.5,1437424699
73,4697,3.5,1448953270
341,2336,4,1240055448
481,32444,4,1437106570
15,535,3,1033345148
90,832,4,875517754
564,2328,2,974709423
154,661,5,850917416
61,56367,4.5,1216050547
475,112175,3.5,1447255682
213,1892,2.5,1462640427
624,4941,5,1019124675
213,6333,4,1462637696
311,422,2,897490658
105,3157,3,1086274284
175,5839,4,1052884893
649,588,3,834424696
15,81158,3,1367801466
380,1779,2,949370325
278,296,4,984560785
251,589,4,1476478052
127,236,4,842322801
315,922,4,1046663870
439,235,4,1041114934
510,1747,3,946975579
236,1252,4.5,1109966498
575,2146,3,1012594057
255,63062,3.5,1236985199
73,3535,4.5,1395987897
595,1189,5,965230754
99,17,3,938586999
564,1198,5,974710616
144,225,4,837455538
390,778,2,867072949
626,3717,2,974769229
306,2100,3,939760474
4,1257,5,949811602
199,6870,3.5,1228344928
232,902,4,955093253
564,1200,4,974711756
286,1541,2,979179067
165,784,2,1111981662
311,3072,2,1076969178
472,6539,3.5,1075915632
547,500,4,1031663976
407,4036,4,979491861
212,2890,3,1218408077
461,1394,3,1091958736
187,2628,2.5,1233515950
23,1951,3,1148728794
423,31658,5,1353690724
355,55820,4,1207512760
99,3186,2,948412004
615,466,4,1408780287
55,65,5,855927315
102,2132,5,956591576
198,4641,1.5,1068823056
169,3791,2.5,1234227497
178,3629,3.5,1437424506
111,4700,3,1097514898
307,40278,4,1209040178
608,913,5,939361635
56,37733,2,1470350809
48,1997,3.5,1322167149
593,356,5,840995512
547,40583,4,1213604530
345,1747,4.5,1109278678
33,4974,3,1032858979
213,84772,1.5,1462638332
149,61071,3,1437092283
213,81564,3.5,1462634459
43,524,3,974767845
475,80463,3.5,1447072457
41,327,4,1093887872
601,68237,4,1270254452
30,25,4,945115684
547,44073,2,1167963010
176,8957,0.5,1340721882
633,316,2,848518430
8,1196,3.5,1154464841
463,1965,3,1050439251
77,2808,2,1163259854
475,5480,1.5,1447778702
178,1208,4,1437424637
488,1103,3.5,1308938862
518,2986,3,945370096
564,527,4,974711125
105,364,3.5,1100533451
159,46578,4,1183519416
519,102800,4.5,1468758783
401,541,5,977458791
327,3623,4.5,1225364021
312,265,4,959934663
558,4018,3,994686726
530,1357,5,882388741
15,8865,1,1166981777
78,377,4.5,1274050797
580,4321,2.5,1167159161
235,6942,4.5,1111558343
505,3559,3,1340415089
519,109374,5,1463338935
49,1198,5,978039514
141,3753,4,979428134
146,4306,4.5,1256071075
656,588,5,986242465
407,41,5,962675654
509,30820,3.5,1124553124
30,4190,4,986739319
146,59315,3.5,1256071479
212,63436,3.5,1227938836
151,539,3,847296838
262,58964,3,1434028252
19,1041,5,855190467
475,5952,5,1446908199
140,5618,1.5,1398068815
275,33794,5,1345335262
453,3256,5,994622184
73,102993,4,1437104788
224,55,4,839010002
119,595,4,913049486
311,477,2,897489188
239,2016,3,991862830
414,1113,2,1039390537
36,144,4,847057626
452,1258,4,996875481
247,292,4,953272040
405,2950,3,1061362552
262,3932,2,1433901523
163,64034,4.5,1390768421
575,4080,3,1012596984
199,8861,1.5,1244319344
102,910,4,956598634
423,6773,5,1355155764
384,45880,3,1164578843
394,42783,1.5,1297525259
267,1193,4.5,1175984026
247,2383,2,953271690
580,3210,3.5,1155485111
373,2794,1,939037341
452,2621,3.5,1077115292
624,98243,2.5,1384026816
452,2951,1,1067732260
609,2824,1,1029869813
624,43558,2,1338652131
621,3101,3,1116475888
220,1090,5,986242417
362,1617,5,1217952539
390,1363,3,867074252
454,92259,3.5,1463382567
423,7147,3,1353702047
553,44191,4,1423011695
303,1089,5,1299451462
574,356,4.5,1232821038
472,288,3,994738036
56,2115,4,1467006461
15,293,5,997938567
624,4159,2,1070185956
394,1198,4,1297525136
4,1225,5,949779173
547,90266,3,1340461933
353,2542,3.5,1137410770
165,6365,2,1111982019
77,2571,4,1163079154
195,1252,5,975416263
548,1079,5,857406302
647,896,4,947292304
412,3255,5,993088309
525,2167,5,1024929741
15,1717,4,1166586533
78,8861,5,1327288720
478,59022,2.5,1446622341
353,924,3,1113054752
134,1625,4,1361245171
575,3545,2,1012607870
562,1610,4.5,1167428374
358,1379,1,957795017
605,541,3,980175465
290,329,5,1445337368
624,90522,2,1356205855
433,52973,3.5,1417930355
200,8361,2.5,1438021370
595,1028,5,965230022
414,2427,3,1039390303
470,913,4.5,1232976172
15,4372,3,1039243666
468,468,3,1296198280
102,3451,5,957894482
605,1727,3,980195241
575,1029,4,1018056909
345,4975,4,1106948547
358,296,5,957534455
525,589,5,1024929222
253,784,4.5,1215831789
659,292,3,834598112
102,2301,4,958248997
265,2019,4,960059219
15,6586,3,1416119958
580,2006,1.5,1167158414
563,111759,4,1402214608
655,1527,4,1470072409
452,3989,5,976427884
607,783,4,1144790631
119,3350,4,952580851
522,4388,2.5,1391352010
328,6785,4,1147998778
547,53123,4,1181438556
201,6333,4,1110421535
430,4235,5,1111579309
402,46972,3.5,1443393863
664,1198,4.5,1343746823
654,3699,4.5,1145393828
309,27899,4,1114566159
358,1242,5,957481769
307,55765,4,1209040037
480,4638,2,1339455305
605,783,3,980195325
52,1614,4,1231763120
431,6874,4,1165548044
220,3893,3,972483492
505,4447,3,1340414530
212,2294,2.5,1218955199
119,1101,4,913232754
487,376,3,832837516
511,150,4,829352433
242,2474,5,956686769
408,101,3,933116428
646,1196,5,953447145
86,362,3,848159654
427,30707,3,1118709999
19,1265,4,855192773
262,94466,3,1433899032
434,991,4,886372946
185,256,2,1019787467
564,670,1,974840633
306,349,4,939716017
575,3873,4,1012594600
152,736,1,1335948087
380,38992,3,1156039257
547,5385,5,1053907745
312,296,5,959932443
534,2687,5,973376883
277,122920,2.5,1463682451
635,111,3.5,1448301764
73,5210,3.5,1435472845
580,34542,3.5,1246470019
56,79702,5,1467005411
58,2015,3,961127592
81,4422,4.5,1307171518
213,71530,2.5,1462634602
48,106002,2.5,1412554038
232,910,2,955089364
624,8807,3,1289220292
396,420,4,834998349
224,640,3,828213150
376,3685,3,974426663
580,173,2.5,1155484586
95,2762,4,1018816106
571,2094,2,1334342384
294,1024,3,1047071395
509,4017,3,1037842482
543,608,5,866931510
74,2628,4,942703093
454,2329,3.5,1463382569
157,6537,3,1293016287
102,3273,3,956598432
270,89343,4,1469278481
641,432,3,834636664
592,1298,2,995419537
294,6999,3.5,1077660494
486,2572,3.5,1464121140
475,79091,2,1447071718
500,60069,2,1254039799
622,44191,5,1424224996
547,2877,0.5,1053173696
150,1597,3.5,1113907173
430,3671,4.5,1111489222
189,2707,3,968092795
428,1968,5,1304134842
473,4874,5,1425643640
316,97913,3,1460822791
126,186,2,833286594
195,1583,2,975416759
371,45517,4,1462746814
214,2455,4,978468713
73,106920,4,1418461939
192,377,3,843633865
452,1082,4,1002941030
299,2976,5,1344185954
311,15,2,898008634
532,5445,3,1076971520
285,1479,4,965091618
626,3358,5,974778268
378,3949,4,1443293368
564,3167,5,974713786
509,3307,5,978938129
344,225,4,850728269
293,2329,4.5,1064616242
394,6125,4.5,1297604675
20,2013,3,1224042811
97,597,2,1460342646
15,103372,1,1465880282
100,648,3,854193977
134,1921,4,1361246998
409,194,5,831090605
342,1537,5,945123519
212,2085,2.5,1218400982
480,1968,4,1272666894
580,903,3.5,1245426611
481,4016,4,1437002548
380,7373,3.5,1104376292
465,5816,4.5,1170653563
287,136016,5,1469161567
55,780,5,855926941
646,1010,4,953450492
553,1200,2.5,1423009670
564,3932,3,974708761
547,103671,2.5,1374335400
574,2542,4,1232810965
528,1407,3,1143757723
197,1690,4,975429504
648,27846,4,1165614492
564,2118,4,974708857
73,165,3.5,1255608532
176,56171,3,1343335280
15,89745,3,1338697857
529,1083,3,960085773
544,5956,4.5,1442496230
137,2797,4,946412262
467,432,2,939064322
668,3000,3,993613196
78,1644,4.5,1327288610
222,900,5,960919866
123,2378,1,994015880
95,999,4,1016317074
313,2490,3,1124137127
15,2391,3,997938567
587,32591,4,1148222148
100,135,3,854194086
198,1042,1,1068822226
330,80,5,948577126
370,7649,5,1096510704
620,2324,2.5,1455531550
501,6377,4,1283137895
418,35957,4,1132177615
187,6436,4.5,1233447527
419,342,4.5,1110049577
165,7343,1.5,1112176029
313,8783,2.5,1106766487
213,94777,3.5,1462634425
118,1213,5,950154138
547,142488,4,1452944320
659,497,4,834694545
544,2959,4.5,1435785873
319,153,4,834759426
564,3863,4,974844425
563,1206,4.5,1400967640
423,1391,4,1356120958
299,444,2.5,1344181807
564,1629,5,974835760
294,648,4,1159991786
606,1405,3,1380349725
306,2628,3,956082889
472,5010,3,1014277421
357,720,5,832769127
111,4014,4.5,1098374184
19,428,3,855191701
153,1498,5,1046739486
388,2730,5,946527834
102,2739,4,956599137
478,778,4.5,1448366070
306,1057,3,965847184
83,799,3.5,1156207536
648,62250,3,1248124054
73,98829,4,1427170660
17,3267,4,1127474810
234,2135,2.5,1213808185
452,1370,4,976423928
353,500,1,1162168825
294,2701,3,1047070749
515,2379,3.5,1286399042
230,69757,4,1424846836
219,46970,4.5,1156788898
320,924,3.5,1424366900
188,367,3,841063623
199,7458,4,1252274571
15,3499,3,997938242
442,52435,4,1227919007
